epoch,train_loss,valid_loss,acc_camvid,time
0,1.1752192974090576,0.660643994808197,0.223026841878891,00:18
1,0.7492094039916992,0.3049437403678894,0.6017614603042603,00:19
2,0.5531627535820007,0.1566064953804016,0.8148247599601746,00:18
3,0.43140166997909546,0.12875482439994812,0.8170904517173767,00:18
4,0.3563081622123718,0.09360644221305847,0.838228166103363,00:17
5,0.3050703704357147,0.08075693249702454,0.8980720043182373,00:19
6,0.2632139325141907,0.09154200553894043,0.8801928758621216,00:19
7,0.2363411784172058,0.06208119913935661,0.9517090320587158,00:19
8,0.2054598033428192,0.04915844649076462,0.9429359436035156,00:19
9,0.18343454599380493,0.08039766550064087,0.9550060033798218,00:16
10,0.1726984679698944,0.0736825168132782,0.968275785446167,00:16
11,0.15981578826904297,0.07688461989164352,0.9497773051261902,00:15
12,0.15327759087085724,0.08503371477127075,0.9147515296936035,00:17
13,0.14684079587459564,0.05966389924287796,0.9042826890945435,00:19
14,0.13482531905174255,0.03660541772842407,0.9828710556030273,00:15
15,0.12141736596822739,0.031669214367866516,0.9757577180862427,00:16
16,0.11099372059106827,0.04007778689265251,0.9857312440872192,00:13
17,0.10510475188493729,0.030958261340856552,0.9542133808135986,00:13
18,0.09680549055337906,0.028083551675081253,0.9760021567344666,00:13
19,0.08592148870229721,0.026391997933387756,0.9688030481338501,00:14
20,0.0833464190363884,0.035138119012117386,0.9917374849319458,00:15
21,0.07888159900903702,0.028795544058084488,0.9767516851425171,00:14
22,0.07335173338651657,0.029699666425585747,0.9859132170677185,00:14
23,0.07024037837982178,0.02574791945517063,0.9682667255401611,00:15
24,0.06688382476568222,0.025239665061235428,0.9641485810279846,00:14
25,0.0652226135134697,0.030073806643486023,0.9568120241165161,00:15
26,0.06245976686477661,0.027107756584882736,0.9735628366470337,00:16
27,0.0663503110408783,0.02596104145050049,0.9724498987197876,00:16
28,0.06062185391783714,0.025421077385544777,0.9721677303314209,00:16
29,0.06177370250225067,0.02886803448200226,0.9558620452880859,00:14
30,0.0609760582447052,0.02816871553659439,0.9857663512229919,00:13
31,0.058618899434804916,0.02534394897520542,0.9785786867141724,00:15
32,0.05863966792821884,0.03690914809703827,0.9436288475990295,00:16
33,0.06289053708314896,0.02753753587603569,0.9784218072891235,00:16
34,0.062416963279247284,0.027185626327991486,0.9756883382797241,00:15
35,0.06563505530357361,0.03691142052412033,0.9897485375404358,00:16
36,0.06802599877119064,0.029855767264962196,0.9681985378265381,00:13
37,0.06554505228996277,0.02863897942006588,0.9809142351150513,00:13
38,0.06383812427520752,0.026623547077178955,0.978539228439331,00:14
39,0.06230945885181427,0.02466011419892311,0.9635252952575684,00:13
40,0.057220835238695145,0.024789584800601006,0.9776631593704224,00:13
