epoch,train_loss,valid_loss,acc_camvid,time
0,0.16165921092033386,0.11709689348936081,0.868110179901123,00:11
1,0.11392360925674438,0.08333500474691391,0.8827097415924072,00:11
2,0.09342094510793686,0.05538926273584366,0.9237565994262695,00:11
3,0.07390879839658737,0.05450424179434776,0.9154149889945984,00:11
4,0.05882970243692398,0.042719874531030655,0.9770460724830627,00:11
5,0.05180802568793297,0.032999493181705475,0.9666916131973267,00:10
6,0.04720473289489746,0.03275296837091446,0.9658925533294678,00:11
7,0.041532885283231735,0.03376159071922302,0.9489961266517639,00:11
8,0.03657546266913414,0.031065888702869415,0.9778604507446289,00:12
9,0.03565771505236626,0.03188522905111313,0.9561159014701843,00:11
10,0.03392299264669418,0.03318202868103981,0.9838473796844482,00:11
11,0.031967733055353165,0.026278331875801086,0.9658613204956055,00:11
12,0.03988517075777054,0.03862522542476654,0.952193558216095,00:11
13,0.03644375875592232,0.03138551488518715,0.983077883720398,00:11
14,0.03264528885483742,0.030343331396579742,0.9830056428909302,00:11
15,0.031401120126247406,0.029804371297359467,0.9407758116722107,00:11
16,0.030527187511324883,0.02914249151945114,0.9714764356613159,00:11
17,0.029344798997044563,0.028411757200956345,0.9795940518379211,00:11
18,0.028515513986349106,0.027444837614893913,0.961358368396759,00:10
19,0.027965128421783447,0.023258399218320847,0.9713108539581299,00:10
20,0.05298098176717758,0.17509189248085022,0.9787468910217285,00:10
21,0.05081301927566528,0.028736544772982597,0.9863537549972534,00:10
22,0.039065416902303696,0.03291184827685356,0.98517245054245,00:10
23,0.032137662172317505,0.025610536336898804,0.980147659778595,00:10
24,0.028264133259654045,0.03261130303144455,0.9898434281349182,00:11
25,0.026159504428505898,0.024275831878185272,0.9641701579093933,00:10
26,0.02587658353149891,0.023063870146870613,0.9740084409713745,00:10
27,0.023370854556560516,0.023993581533432007,0.97313392162323,00:11
28,0.02221132628619671,0.024116206914186478,0.9773107171058655,00:11
29,0.02250036597251892,0.025437602773308754,0.9729405641555786,00:11
30,0.021820617839694023,0.024167940020561218,0.9765565991401672,00:11
31,0.021124068647623062,0.025244729593396187,0.9793660044670105,00:10
32,0.021611472591757774,0.02299746684730053,0.9730415344238281,00:10
33,0.021209562197327614,0.02363068051636219,0.9742818474769592,00:09
34,0.02248162403702736,0.023206787183880806,0.9734556078910828,00:10
35,0.020958542823791504,0.024555033072829247,0.9786820411682129,00:10
36,0.02096664346754551,0.023134620860219002,0.9777084589004517,00:10
37,0.022012580186128616,0.02278146520256996,0.9756968021392822,00:09
38,0.021239863708615303,0.022877730429172516,0.9799115657806396,00:10
39,0.02077591046690941,0.02330794744193554,0.9783910512924194,00:11
40,0.020119449123740196,0.02120286598801613,0.9744149446487427,00:11
41,0.01939704269170761,0.022188972681760788,0.9790035486221313,00:11
42,0.019248707219958305,0.0217729602009058,0.9785192012786865,00:11
43,0.018679261207580566,0.022352511063218117,0.9811279773712158,00:11
44,0.01789943501353264,0.022010434418916702,0.9797684550285339,00:11
