epoch,train_loss,valid_loss,acc_camvid,time
0,24.675317764282227,25.588672637939453,0.0,00:17
1,14.440759658813477,1.1411433219909668,0.7046523094177246,00:17
2,9.36190414428711,0.48857635259628296,0.38652560114860535,00:17
3,6.67639684677124,0.26618215441703796,0.6437975168228149,00:16
4,5.045115947723389,0.2337622195482254,0.672072172164917,00:17
5,3.960513114929199,0.12691020965576172,0.7960512638092041,00:18
6,3.190443992614746,0.09138201177120209,0.9212605953216553,00:17
7,2.61838436126709,0.054409630596637726,0.918499231338501,00:18
8,2.1790597438812256,0.05441202595829964,0.9394465088844299,00:17
9,1.8344537019729614,0.047736383974552155,0.9426779747009277,00:15
10,1.5586190223693848,0.037378907203674316,0.9509052038192749,00:16
11,1.3317979574203491,0.03815850988030434,0.9791294932365417,00:17
12,1.146540880203247,0.037388719618320465,0.9535436630249023,00:18
13,0.9916500449180603,0.034397516399621964,0.9796400666236877,00:17
14,0.8617762327194214,0.029923878610134125,0.9674046635627747,00:17
15,0.7515881657600403,0.02974751777946949,0.9773472547531128,00:18
16,0.6582591533660889,0.032057248055934906,0.9542323350906372,00:16
17,0.5775642395019531,0.03160831332206726,0.9695993661880493,00:16
18,0.508714497089386,0.03228471428155899,0.9455248117446899,00:17
19,0.44903045892715454,0.02940726839005947,0.96913081407547,00:17
20,0.3971594572067261,0.029920095577836037,0.9839235544204712,00:18
21,0.35183680057525635,0.02610103040933609,0.9722400903701782,00:17
22,0.3121560215950012,0.028271203860640526,0.968472421169281,00:15
23,0.2777452766895294,0.025905752554535866,0.9677712917327881,00:17
24,0.24757470190525055,0.0243469700217247,0.9720113277435303,00:17
25,0.22090397775173187,0.024632660672068596,0.9719572067260742,00:18
26,0.197237029671669,0.02419935166835785,0.9748463034629822,00:17
27,0.17696677148342133,0.02395513281226158,0.9758490324020386,00:17
28,0.15888965129852295,0.024053040891885757,0.9784963130950928,00:17
29,0.14299649000167847,0.023643597960472107,0.9681093692779541,00:14
30,0.1291944682598114,0.031083356589078903,0.9853398203849792,00:17
31,0.11709637194871902,0.024239476770162582,0.9761974811553955,00:17
32,0.1061161682009697,0.02393224835395813,0.9697606563568115,00:17
33,0.09636580944061279,0.023595057427883148,0.9786419868469238,00:17
34,0.0877784937620163,0.023253653198480606,0.968885600566864,00:18
35,0.080475814640522,0.02447906881570816,0.979608952999115,00:18
36,0.07381879538297653,0.022572048008441925,0.9705771803855896,00:16
37,0.067754827439785,0.02248556539416313,0.9740884900093079,00:17
38,0.062382619827985764,0.022291507571935654,0.9748963713645935,00:18
39,0.057531118392944336,0.022560838609933853,0.9752126336097717,00:17
40,0.05331072583794594,0.022269561886787415,0.9765021800994873,00:18
41,0.04945080727338791,0.02221250906586647,0.9723095893859863,00:17
42,0.04630966857075691,0.02202625200152397,0.9756683111190796,00:16
43,0.04334031417965889,0.022378209978342056,0.9785339832305908,00:17
44,0.040480177849531174,0.02217927947640419,0.9772948622703552,00:17
45,0.03796611726284027,0.022178806364536285,0.9760875701904297,00:17
46,0.035999711602926254,0.022190537303686142,0.9765729904174805,00:18
47,0.034198760986328125,0.022173583507537842,0.9771787524223328,00:17
48,0.032704051584005356,0.022033002227544785,0.9769502878189087,00:18
49,0.031132861971855164,0.022203026339411736,0.9767950773239136,00:16
