epoch,train_loss,valid_loss,acc_camvid,time
0,21.81909942626953,22.524707794189453,0.0,00:17
1,14.400015830993652,1.1541181802749634,0.6795785427093506,00:17
2,9.351632118225098,0.48812031745910645,0.5336041450500488,00:17
3,6.6939377784729,0.23327681422233582,0.7830646634101868,00:16
4,5.055833339691162,0.1592215746641159,0.8127553462982178,00:17
5,3.972249984741211,0.10452152043581009,0.8675933480262756,00:17
6,3.5054409503936768,0.24491140246391296,0.653354287147522,00:18
7,2.9019196033477783,0.15364709496498108,0.7981483340263367,00:18
8,2.4453513622283936,0.1529202163219452,0.8203220367431641,00:18
9,2.0850167274475098,0.11184966564178467,0.8596158027648926,00:15
10,1.780114769935608,0.10990302264690399,0.8615741729736328,00:17
11,1.5319727659225464,0.0901888757944107,0.9345856308937073,00:17
12,1.3214043378829956,0.05068909749388695,0.9404499530792236,00:17
13,1.150606393814087,0.0670882910490036,0.9328590631484985,00:17
14,1.0066150426864624,0.097567118704319,0.9278795123100281,00:18
15,0.8856982588768005,0.06015072762966156,0.9254251718521118,00:17
16,0.7877116799354553,0.042415861040353775,0.9644711017608643,00:14
17,0.6942295432090759,0.03790152817964554,0.952795147895813,00:15
18,0.6328255534172058,0.1443694829940796,0.8835729360580444,00:16
19,0.5704934597015381,0.06601329892873764,0.9469685554504395,00:18
20,0.5108997225761414,0.05386815592646599,0.9658660888671875,00:17
21,0.4617047607898712,0.04069358855485916,0.9704113602638245,00:17
22,0.4143315255641937,0.051714856177568436,0.9668161869049072,00:18
23,0.37269940972328186,0.03615705668926239,0.9578770399093628,00:15
24,0.34305062890052795,0.03187699615955353,0.9735140204429626,00:15
25,0.3095005452632904,0.03332730755209923,0.9781419038772583,00:14
26,0.2841232120990753,0.035643309354782104,0.939471423625946,00:14
27,0.26019933819770813,0.0340544730424881,0.9798216819763184,00:16
28,0.23587344586849213,0.02950282394886017,0.9723084568977356,00:15
29,0.21736109256744385,0.028286920860409737,0.9745336771011353,00:14
30,0.19746991991996765,0.029018256813287735,0.9801764488220215,00:14
31,0.1807185709476471,0.028152793645858765,0.979935884475708,00:14
32,0.16736441850662231,0.028969399631023407,0.9774599671363831,00:15
33,0.16003255546092987,0.02700844593346119,0.9776973724365234,00:15
34,0.14822326600551605,0.02519948221743107,0.9724804162979126,00:16
35,0.1374390572309494,0.02650875225663185,0.9786248207092285,00:15
36,0.1258755922317505,0.02548292651772499,0.9675888419151306,00:14
37,0.11984517425298691,0.02579134702682495,0.9779897928237915,00:14
38,0.11198030412197113,0.027455385774374008,0.981378972530365,00:14
39,0.10251113772392273,0.025945311412215233,0.9657700061798096,00:15
40,0.09460792690515518,0.02561943233013153,0.9717302918434143,00:17
41,0.08694364875555038,0.026296012103557587,0.9759156703948975,00:17
42,0.08065378665924072,0.025798263028264046,0.9734447002410889,00:14
43,0.07925409823656082,0.024934688583016396,0.9724825620651245,00:14
44,0.07424826174974442,0.024661974981427193,0.971442461013794,00:14
45,0.07452480494976044,0.02428332343697548,0.9720430374145508,00:15
46,0.0752587541937828,0.023964926600456238,0.9734857082366943,00:16
47,0.07355191558599472,0.023981578648090363,0.9732566475868225,00:18
48,0.07481236755847931,0.023857299238443375,0.9737828969955444,00:18
49,0.07395365089178085,0.02377949096262455,0.97310471534729,00:14
