epoch,train_loss,valid_loss,acc_camvid,time
0,0.6593216061592102,0.4616573750972748,0.4419064223766327,00:17
1,0.4318522810935974,0.19319650530815125,0.7596180438995361,00:16
2,0.32130998373031616,0.146129310131073,0.8423854112625122,00:15
3,0.2548561692237854,0.09105135500431061,0.8371435403823853,00:16
4,0.2069282978773117,0.06891559064388275,0.918135404586792,00:16
5,0.17294763028621674,0.0751660168170929,0.952844500541687,00:16
6,0.14992085099220276,0.06800537556409836,0.926154375076294,00:15
7,0.12929292023181915,0.04044342413544655,0.9646899104118347,00:16
8,0.1130160391330719,0.033012643456459045,0.9680852890014648,00:16
9,0.09940951317548752,0.039553944021463394,0.988672137260437,00:14
10,0.0874190703034401,0.030863113701343536,0.9691302180290222,00:13
11,0.07951493561267853,0.03730882704257965,0.9701251983642578,00:14
12,0.0719475969672203,0.030093438923358917,0.9765392541885376,00:15
13,0.0647188201546669,0.03325978294014931,0.9872009754180908,00:16
14,0.05889596790075302,0.026257548481225967,0.9654794931411743,00:16
15,0.0541473813354969,0.024747921153903008,0.9707764387130737,00:16
16,0.04970930144190788,0.023757845163345337,0.9685595035552979,00:15
17,0.045973408967256546,0.02411707490682602,0.9693084955215454,00:14
18,0.042866650968790054,0.02624240145087242,0.9759514331817627,00:14
19,0.03972921893000603,0.027041461318731308,0.9809681177139282,00:17
20,0.03732363507151604,0.028988078236579895,0.9756442904472351,00:16
21,0.0357322134077549,0.02499600499868393,0.9808740615844727,00:18
22,0.03401106223464012,0.022199831902980804,0.9694450497627258,00:15
23,0.03237612918019295,0.023285675793886185,0.9769101142883301,00:16
24,0.031465865671634674,0.02472458779811859,0.9619237184524536,00:16
25,0.030178338289260864,0.025071918964385986,0.9700504541397095,00:18
26,0.02911454625427723,0.02206629514694214,0.9690357446670532,00:18
27,0.02823239006102085,0.02174147218465805,0.973719596862793,00:16
28,0.027691764757037163,0.024368368089199066,0.9658197164535522,00:16
29,0.02700142003595829,0.021543627604842186,0.9727518558502197,00:14
